scode,sname,nav,date
118571,Franklin India INCOME BUILDER ACCOUNT - Direct - MONTHLY DIVIDEND,16.771,5-Dec-17
118571,Franklin India INCOME BUILDER ACCOUNT - Direct - MONTHLY DIVIDEND,16.7783,6-Dec-17
118571,Franklin India INCOME BUILDER ACCOUNT - Direct - MONTHLY DIVIDEND,16.7841,7-Dec-17
118571,Franklin India INCOME BUILDER ACCOUNT - Direct - MONTHLY DIVIDEND,16.7918,8-Dec-17
118571,Franklin India INCOME BUILDER ACCOUNT - Direct - MONTHLY DIVIDEND,16.7887,11-Dec-17
118571,Franklin India INCOME BUILDER ACCOUNT - Direct - MONTHLY DIVIDEND,16.7877,12-Dec-17
118571,Franklin India INCOME BUILDER ACCOUNT - Direct - MONTHLY DIVIDEND,16.7825,13-Dec-17
118571,Franklin India INCOME BUILDER ACCOUNT - Direct - MONTHLY DIVIDEND,16.7781,14-Dec-17
118571,Franklin India INCOME BUILDER ACCOUNT - Direct - MONTHLY DIVIDEND,16.7751,15-Dec-17
118571,Franklin India INCOME BUILDER ACCOUNT - Direct - MONTHLY DIVIDEND,16.6844,18-Dec-17
118571,Franklin India INCOME BUILDER ACCOUNT - Direct - MONTHLY DIVIDEND,16.6875,19-Dec-17
118571,Franklin India INCOME BUILDER ACCOUNT - Direct - MONTHLY DIVIDEND,16.6792,20-Dec-17
118571,Franklin India INCOME BUILDER ACCOUNT - Direct - MONTHLY DIVIDEND,16.6701,21-Dec-17
118571,Franklin India INCOME BUILDER ACCOUNT - Direct - MONTHLY DIVIDEND,16.6721,22-Dec-17
118571,Franklin India INCOME BUILDER ACCOUNT - Direct - MONTHLY DIVIDEND,16.6808,26-Dec-17
118571,Franklin India INCOME BUILDER ACCOUNT - Direct - MONTHLY DIVIDEND,16.6812,27-Dec-17
118571,Franklin India INCOME BUILDER ACCOUNT - Direct - MONTHLY DIVIDEND,16.6681,28-Dec-17
118571,Franklin India INCOME BUILDER ACCOUNT - Direct - MONTHLY DIVIDEND,16.6866,29-Dec-17
118571,Franklin India INCOME BUILDER ACCOUNT - Direct - MONTHLY DIVIDEND,16.7072,1-Jan-18
118571,Franklin India INCOME BUILDER ACCOUNT - Direct - MONTHLY DIVIDEND,16.7114,2-Jan-18
118572,Franklin India INCOME BUILDER ACCOUNT - Direct - QUARTERLY DIVIDEND,14.3522,4-Dec-17
118572,Franklin India INCOME BUILDER ACCOUNT - Direct - QUARTERLY DIVIDEND,14.3503,5-Dec-17
118572,Franklin India INCOME BUILDER ACCOUNT - Direct - QUARTERLY DIVIDEND,14.3565,6-Dec-17
118572,Franklin India INCOME BUILDER ACCOUNT - Direct - QUARTERLY DIVIDEND,14.3615,7-Dec-17
118572,Franklin India INCOME BUILDER ACCOUNT - Direct - QUARTERLY DIVIDEND,14.3681,8-Dec-17
118572,Franklin India INCOME BUILDER ACCOUNT - Direct - QUARTERLY DIVIDEND,14.3654,11-Dec-17
118572,Franklin India INCOME BUILDER ACCOUNT - Direct - QUARTERLY DIVIDEND,14.3646,12-Dec-17
118572,Franklin India INCOME BUILDER ACCOUNT - Direct - QUARTERLY DIVIDEND,14.3601,13-Dec-17
118572,Franklin India INCOME BUILDER ACCOUNT - Direct - QUARTERLY DIVIDEND,14.3563,14-Dec-17
118572,Franklin India INCOME BUILDER ACCOUNT - Direct - QUARTERLY DIVIDEND,14.3538,15-Dec-17
118572,Franklin India INCOME BUILDER ACCOUNT - Direct - QUARTERLY DIVIDEND,14.0868,18-Dec-17
118572,Franklin India INCOME BUILDER ACCOUNT - Direct - QUARTERLY DIVIDEND,14.0894,19-Dec-17
118572,Franklin India INCOME BUILDER ACCOUNT - Direct - QUARTERLY DIVIDEND,14.0823,20-Dec-17
118572,Franklin India INCOME BUILDER ACCOUNT - Direct - QUARTERLY DIVIDEND,14.0746,21-Dec-17
118572,Franklin India INCOME BUILDER ACCOUNT - Direct - QUARTERLY DIVIDEND,14.0763,22-Dec-17
118572,Franklin India INCOME BUILDER ACCOUNT - Direct - QUARTERLY DIVIDEND,14.0837,26-Dec-17
118572,Franklin India INCOME BUILDER ACCOUNT - Direct - QUARTERLY DIVIDEND,14.084,27-Dec-17
118572,Franklin India INCOME BUILDER ACCOUNT - Direct - QUARTERLY DIVIDEND,14.073,28-Dec-17
118572,Franklin India INCOME BUILDER ACCOUNT - Direct - QUARTERLY DIVIDEND,14.0886,29-Dec-17
118572,Franklin India INCOME BUILDER ACCOUNT - Direct - QUARTERLY DIVIDEND,14.106,1-Jan-18
118572,Franklin India INCOME BUILDER ACCOUNT - Direct - QUARTERLY DIVIDEND,14.1095,2-Jan-18
100527,Franklin India Income Builder Account-Dividend,18.1696,4-Dec-17
100527,Franklin India Income Builder Account-Dividend,18.1669,5-Dec-17
100527,Franklin India Income Builder Account-Dividend,18.1745,6-Dec-17
100527,Franklin India Income Builder Account-Dividend,18.1805,7-Dec-17
100527,Franklin India Income Builder Account-Dividend,18.1885,8-Dec-17
100527,Franklin India Income Builder Account-Dividend,18.1843,11-Dec-17
100527,Franklin India Income Builder Account-Dividend,18.1829,12-Dec-17
100527,Franklin India Income Builder Account-Dividend,18.1769,13-Dec-17
100527,Franklin India Income Builder Account-Dividend,18.1719,14-Dec-17
100527,Franklin India Income Builder Account-Dividend,18.1683,15-Dec-17
100527,Franklin India Income Builder Account-Dividend,18.1775,18-Dec-17
100527,Franklin India Income Builder Account-Dividend,18.1806,19-Dec-17
100527,Franklin India Income Builder Account-Dividend,18.1712,20-Dec-17
100527,Franklin India Income Builder Account-Dividend,18.161,21-Dec-17
100527,Franklin India Income Builder Account-Dividend,18.1629,22-Dec-17
100527,Franklin India Income Builder Account-Dividend,18.1712,26-Dec-17
100527,Franklin India Income Builder Account-Dividend,18.1713,27-Dec-17
100527,Franklin India Income Builder Account-Dividend,18.1567,28-Dec-17
100527,Franklin India Income Builder Account-Dividend,18.1766,29-Dec-17
100527,Franklin India Income Builder Account-Dividend,18.1981,1-Jan-18
100527,Franklin India Income Builder Account-Dividend,18.2024,2-Jan-18
100528,Franklin India Income Builder Account-Growth,59.9713,4-Dec-17
100528,Franklin India Income Builder Account-Growth,59.9623,5-Dec-17
100528,Franklin India Income Builder Account-Growth,59.9876,6-Dec-17
100528,Franklin India Income Builder Account-Growth,60.0073,7-Dec-17
100528,Franklin India Income Builder Account-Growth,60.0338,8-Dec-17
100528,Franklin India Income Builder Account-Growth,60.0198,11-Dec-17
100528,Franklin India Income Builder Account-Growth,60.0152,12-Dec-17
100528,Franklin India Income Builder Account-Growth,59.9955,13-Dec-17
100528,Franklin India Income Builder Account-Growth,59.9788,14-Dec-17
100528,Franklin India Income Builder Account-Growth,59.9671,15-Dec-17
100528,Franklin India Income Builder Account-Growth,59.9975,18-Dec-17
100528,Franklin India Income Builder Account-Growth,60.0076,19-Dec-17
100528,Franklin India Income Builder Account-Growth,59.9766,20-Dec-17
100528,Franklin India Income Builder Account-Growth,59.9428,21-Dec-17
100528,Franklin India Income Builder Account-Growth,59.9491,22-Dec-17
100528,Franklin India Income Builder Account-Growth,59.9766,26-Dec-17
100528,Franklin India Income Builder Account-Growth,59.977,27-Dec-17
100528,Franklin India Income Builder Account-Growth,59.9288,28-Dec-17
100528,Franklin India Income Builder Account-Growth,59.9943,29-Dec-17
100528,Franklin India Income Builder Account-Growth,60.0653,1-Jan-18
100528,Franklin India Income Builder Account-Growth,60.0794,2-Jan-18
100531,Franklin India Income Builder Account-Half Yearly,14.0237,4-Dec-17
100531,Franklin India Income Builder Account-Half Yearly,14.0216,5-Dec-17
100531,Franklin India Income Builder Account-Half Yearly,14.0275,6-Dec-17
100531,Franklin India Income Builder Account-Half Yearly,14.0321,7-Dec-17
100531,Franklin India Income Builder Account-Half Yearly,14.0383,8-Dec-17
100531,Franklin India Income Builder Account-Half Yearly,14.0351,11-Dec-17
100531,Franklin India Income Builder Account-Half Yearly,14.034,12-Dec-17
100531,Franklin India Income Builder Account-Half Yearly,14.0294,13-Dec-17
100531,Franklin India Income Builder Account-Half Yearly,14.0255,14-Dec-17
100531,Franklin India Income Builder Account-Half Yearly,14.0227,15-Dec-17
100531,Franklin India Income Builder Account-Half Yearly,14.0298,18-Dec-17
100531,Franklin India Income Builder Account-Half Yearly,14.0322,19-Dec-17
100531,Franklin India Income Builder Account-Half Yearly,14.025,20-Dec-17
100531,Franklin India Income Builder Account-Half Yearly,14.0171,21-Dec-17
100531,Franklin India Income Builder Account-Half Yearly,14.0185,22-Dec-17
100531,Franklin India Income Builder Account-Half Yearly,14.0249,26-Dec-17
100531,Franklin India Income Builder Account-Half Yearly,14.025,27-Dec-17
100531,Franklin India Income Builder Account-Half Yearly,14.0138,28-Dec-17
100531,Franklin India Income Builder Account-Half Yearly,14.0291,29-Dec-17
100531,Franklin India Income Builder Account-Half Yearly,14.0457,1-Jan-18
100531,Franklin India Income Builder Account-Half Yearly,14.049,2-Jan-18
100529,Franklin India Income Builder Account-Monthly,16.0035,4-Dec-17
100529,Franklin India Income Builder Account-Monthly,16.0011,5-Dec-17
100529,Franklin India Income Builder Account-Monthly,16.0078,6-Dec-17
100529,Franklin India Income Builder Account-Monthly,16.0131,7-Dec-17
100529,Franklin India Income Builder Account-Monthly,16.0202,8-Dec-17
100529,Franklin India Income Builder Account-Monthly,16.0164,11-Dec-17
100529,Franklin India Income Builder Account-Monthly,16.0152,12-Dec-17
100529,Franklin India Income Builder Account-Monthly,16.0099,13-Dec-17
100529,Franklin India Income Builder Account-Monthly,16.0055,14-Dec-17
100529,Franklin India Income Builder Account-Monthly,16.0024,15-Dec-17
100529,Franklin India Income Builder Account-Monthly,15.9105,18-Dec-17
100529,Franklin India Income Builder Account-Monthly,15.9132,19-Dec-17
100529,Franklin India Income Builder Account-Monthly,15.9049,20-Dec-17
100529,Franklin India Income Builder Account-Monthly,15.896,21-Dec-17
100529,Franklin India Income Builder Account-Monthly,15.8976,22-Dec-17
100529,Franklin India Income Builder Account-Monthly,15.9049,26-Dec-17
100529,Franklin India Income Builder Account-Monthly,15.905,27-Dec-17
100529,Franklin India Income Builder Account-Monthly,15.8922,28-Dec-17
100529,Franklin India Income Builder Account-Monthly,15.9096,29-Dec-17
100529,Franklin India Income Builder Account-Monthly,15.9285,1-Jan-18
100529,Franklin India Income Builder Account-Monthly,15.9322,2-Jan-18
100530,Franklin India Income Builder Account-Quarterly,13.6841,4-Dec-17
100530,Franklin India Income Builder Account-Quarterly,13.682,5-Dec-17
100530,Franklin India Income Builder Account-Quarterly,13.6878,6-Dec-17
100530,Franklin India Income Builder Account-Quarterly,13.6923,7-Dec-17
100530,Franklin India Income Builder Account-Quarterly,13.6983,8-Dec-17
100530,Franklin India Income Builder Account-Quarterly,13.6952,11-Dec-17
100530,Franklin India Income Builder Account-Quarterly,13.6941,12-Dec-17
100530,Franklin India Income Builder Account-Quarterly,13.6896,13-Dec-17
100530,Franklin India Income Builder Account-Quarterly,13.6858,14-Dec-17
100530,Franklin India Income Builder Account-Quarterly,13.6831,15-Dec-17
100530,Franklin India Income Builder Account-Quarterly,13.4151,18-Dec-17
100530,Franklin India Income Builder Account-Quarterly,13.4173,19-Dec-17
100530,Franklin India Income Builder Account-Quarterly,13.4104,20-Dec-17
100530,Franklin India Income Builder Account-Quarterly,13.4028,21-Dec-17
100530,Franklin India Income Builder Account-Quarterly,13.4043,22-Dec-17
100530,Franklin India Income Builder Account-Quarterly,13.4104,26-Dec-17
100530,Franklin India Income Builder Account-Quarterly,13.4105,27-Dec-17
100530,Franklin India Income Builder Account-Quarterly,13.3997,28-Dec-17
100530,Franklin India Income Builder Account-Quarterly,13.4144,29-Dec-17
100530,Franklin India Income Builder Account-Quarterly,13.4302,1-Jan-18
100530,Franklin India Income Builder Account-Quarterly,13.4334,2-Jan-18
118555,Franklin India Income Opportunities Fund - Direct - Dividend,11.6955,4-Dec-17
118555,Franklin India Income Opportunities Fund - Direct - Dividend,11.6962,5-Dec-17
118555,Franklin India Income Opportunities Fund - Direct - Dividend,11.6995,6-Dec-17
118555,Franklin India Income Opportunities Fund - Direct - Dividend,11.7026,7-Dec-17
118555,Franklin India Income Opportunities Fund - Direct - Dividend,11.7073,8-Dec-17
118555,Franklin India Income Opportunities Fund - Direct - Dividend,11.7068,11-Dec-17
118555,Franklin India Income Opportunities Fund - Direct - Dividend,11.7055,12-Dec-17
118555,Franklin India Income Opportunities Fund - Direct - Dividend,11.7026,13-Dec-17
118555,Franklin India Income Opportunities Fund - Direct - Dividend,11.7013,14-Dec-17
118555,Franklin India Income Opportunities Fund - Direct - Dividend,11.6998,15-Dec-17
118555,Franklin India Income Opportunities Fund - Direct - Dividend,11.4867,18-Dec-17
118555,Franklin India Income Opportunities Fund - Direct - Dividend,11.4893,19-Dec-17
118555,Franklin India Income Opportunities Fund - Direct - Dividend,11.4851,20-Dec-17
118555,Franklin India Income Opportunities Fund - Direct - Dividend,11.4793,21-Dec-17
118555,Franklin India Income Opportunities Fund - Direct - Dividend,11.4803,22-Dec-17
118555,Franklin India Income Opportunities Fund - Direct - Dividend,11.4863,26-Dec-17
118555,Franklin India Income Opportunities Fund - Direct - Dividend,11.488,27-Dec-17
118555,Franklin India Income Opportunities Fund - Direct - Dividend,11.4806,28-Dec-17
118555,Franklin India Income Opportunities Fund - Direct - Dividend,11.4904,29-Dec-17
118555,Franklin India Income Opportunities Fund - Direct - Dividend,11.5022,1-Jan-18
118555,Franklin India Income Opportunities Fund - Direct - Dividend,11.5057,2-Jan-18
118554,Franklin India Income Opportunities Fund - Direct - Growth,21.0014,4-Dec-17
118554,Franklin India Income Opportunities Fund - Direct - Growth,21.0027,5-Dec-17
118554,Franklin India Income Opportunities Fund - Direct - Growth,21.0085,6-Dec-17
118554,Franklin India Income Opportunities Fund - Direct - Growth,21.0142,7-Dec-17
118554,Franklin India Income Opportunities Fund - Direct - Growth,21.0224,8-Dec-17
118554,Franklin India Income Opportunities Fund - Direct - Growth,21.0217,11-Dec-17
118554,Franklin India Income Opportunities Fund - Direct - Growth,21.0192,12-Dec-17
118554,Franklin India Income Opportunities Fund - Direct - Growth,21.0141,13-Dec-17
118554,Franklin India Income Opportunities Fund - Direct - Growth,21.0116,14-Dec-17
118554,Franklin India Income Opportunities Fund - Direct - Growth,21.009,15-Dec-17
118554,Franklin India Income Opportunities Fund - Direct - Growth,21.0214,18-Dec-17
118554,Franklin India Income Opportunities Fund - Direct - Growth,21.0261,19-Dec-17
118554,Franklin India Income Opportunities Fund - Direct - Growth,21.0183,20-Dec-17
118554,Franklin India Income Opportunities Fund - Direct - Growth,21.0077,21-Dec-17
118554,Franklin India Income Opportunities Fund - Direct - Growth,21.0096,22-Dec-17
118554,Franklin India Income Opportunities Fund - Direct - Growth,21.0205,26-Dec-17
118554,Franklin India Income Opportunities Fund - Direct - Growth,21.0236,27-Dec-17
118554,Franklin India Income Opportunities Fund - Direct - Growth,21.01,28-Dec-17
118554,Franklin India Income Opportunities Fund - Direct - Growth,21.028,29-Dec-17
118554,Franklin India Income Opportunities Fund - Direct - Growth,21.0494,1-Jan-18
118554,Franklin India Income Opportunities Fund - Direct - Growth,21.056,2-Jan-18
112305,Franklin India Income Opportunities Fund - Dividend,11.2167,4-Dec-17
112305,Franklin India Income Opportunities Fund - Dividend,11.2172,5-Dec-17
112305,Franklin India Income Opportunities Fund - Dividend,11.2201,6-Dec-17
112305,Franklin India Income Opportunities Fund - Dividend,11.2228,7-Dec-17
112305,Franklin India Income Opportunities Fund - Dividend,11.227,8-Dec-17
112305,Franklin India Income Opportunities Fund - Dividend,11.2259,11-Dec-17
112305,Franklin India Income Opportunities Fund - Dividend,11.2243,12-Dec-17
112305,Franklin India Income Opportunities Fund - Dividend,11.2213,13-Dec-17
112305,Franklin India Income Opportunities Fund - Dividend,11.2198,14-Dec-17
112305,Franklin India Income Opportunities Fund - Dividend,11.2181,15-Dec-17
112305,Franklin India Income Opportunities Fund - Dividend,11.004,18-Dec-17
112305,Franklin India Income Opportunities Fund - Dividend,11.0062,19-Dec-17
112305,Franklin India Income Opportunities Fund - Dividend,11.0019,20-Dec-17
112305,Franklin India Income Opportunities Fund - Dividend,10.9962,21-Dec-17
112305,Franklin India Income Opportunities Fund - Dividend,10.9969,22-Dec-17
112305,Franklin India Income Opportunities Fund - Dividend,11.0017,26-Dec-17
112305,Franklin India Income Opportunities Fund - Dividend,11.0031,27-Dec-17
112305,Franklin India Income Opportunities Fund - Dividend,10.9957,28-Dec-17
112305,Franklin India Income Opportunities Fund - Dividend,11.0049,29-Dec-17
112305,Franklin India Income Opportunities Fund - Dividend,11.0154,1-Jan-18
112305,Franklin India Income Opportunities Fund - Dividend,11.0186,2-Jan-18
112304,Franklin India Income Opportunities Fund - Growth,20.2008,4-Dec-17
112304,Franklin India Income Opportunities Fund - Growth,20.2016,5-Dec-17
112304,Franklin India Income Opportunities Fund - Growth,20.2068,6-Dec-17
112304,Franklin India Income Opportunities Fund - Growth,20.2118,7-Dec-17
112304,Franklin India Income Opportunities Fund - Growth,20.2193,8-Dec-17
112304,Franklin India Income Opportunities Fund - Growth,20.2173,11-Dec-17
112304,Franklin India Income Opportunities Fund - Growth,20.2144,12-Dec-17
112304,Franklin India Income Opportunities Fund - Growth,20.2091,13-Dec-17
112304,Franklin India Income Opportunities Fund - Growth,20.2063,14-Dec-17
112304,Franklin India Income Opportunities Fund - Growth,20.2033,15-Dec-17
112304,Franklin India Income Opportunities Fund - Growth,20.2139,18-Dec-17
112304,Franklin India Income Opportunities Fund - Growth,20.218,19-Dec-17
112304,Franklin India Income Opportunities Fund - Growth,20.2101,20-Dec-17
112304,Franklin India Income Opportunities Fund - Growth,20.1995,21-Dec-17
112304,Franklin India Income Opportunities Fund - Growth,20.2008,22-Dec-17
112304,Franklin India Income Opportunities Fund - Growth,20.2097,26-Dec-17
112304,Franklin India Income Opportunities Fund - Growth,20.2122,27-Dec-17
112304,Franklin India Income Opportunities Fund - Growth,20.1987,28-Dec-17
112304,Franklin India Income Opportunities Fund - Growth,20.2156,29-Dec-17
112304,Franklin India Income Opportunities Fund - Growth,20.2349,1-Jan-18
112304,Franklin India Income Opportunities Fund - Growth,20.2408,2-Jan-18
118530,Franklin India Low Duration Fund - Direct - Growth,19.8055,4-Dec-17
118530,Franklin India Low Duration Fund - Direct - Growth,19.8055,5-Dec-17
118530,Franklin India Low Duration Fund - Direct - Growth,19.8127,6-Dec-17
118530,Franklin India Low Duration Fund - Direct - Growth,19.818,7-Dec-17
118530,Franklin India Low Duration Fund - Direct - Growth,19.8265,8-Dec-17
118530,Franklin India Low Duration Fund - Direct - Growth,19.8285,11-Dec-17
118530,Franklin India Low Duration Fund - Direct - Growth,19.8295,12-Dec-17
118530,Franklin India Low Duration Fund - Direct - Growth,19.8268,13-Dec-17
